TopologyElementType,1446,ObjectType
TopologyElementType_ParameterSet,1447,Object
TopologyElementType_MethodSet,1448,Object
DeviceType,1449,ObjectType
AxisInformation,1450,DataType
FunctionalGroupType,1451,ObjectType
AnalyserDevice_OperatingModeStateMachineType,1452,Unspecified
AnalyserDevice_LocalModeStateMachineType,1453,Unspecified
AnalyserDevice_MaintenanceModeStateMachineType,1454,Unspecified
AnalyserChannelOperatingModeStateMachineType,1455,Unspecified
AnalyserChannelLocalModeStateMachineType,1456,Unspecified
AnalyserChannelMaintenanceModeStateMachineType,1457,Unspecified
AnalyserDeviceStateMachineType,1458,Unspecified
AnalyserDeviceStateMachineType_Powerup,1459,Object
AnalyserDeviceStateMachineType_Operating,1460,Object
AnalyserDeviceStateMachineType_Local,1461,Object
AnalyserDeviceStateMachineType_Maintenance,1462,Object
AnalyserDeviceStateMachineType_Shutdown,1463,Object
AnalyserDeviceStateMachineType_OperatingSubStateMachine,1464,Object
AnalyserDeviceStateMachineType_LocalSubStateMachine,1465,Object
AnalyserDeviceStateMachineType_MaintenanceSubStateMachine,1466,Object
AnalyserDeviceStateMachineType_PowerupToOperatingTransition,1467,Object
AnalyserDeviceStateMachineType_OperatingToLocalTransition,1468,Object
AnalyserDeviceStateMachineType_OperatingToMaintenanceTransition,1469,Object
AnalyserDeviceStateMachineType_LocalToOperatingTransition,1470,Object
AnalyserDeviceStateMachineType_LocalToMaintenanceTransition,1471,Object
AnalyserDeviceStateMachineType_MaintenanceToOperatingTransition,1472,Object
AnalyserDeviceStateMachineType_MaintenanceToLocalTransition,1473,Object
AnalyserDeviceStateMachineType_OperatingToShutdownTransition,1474,Object
AnalyserDeviceStateMachineType_LocalToShutdownTransition,1475,Object
AnalyserDeviceStateMachineType_MaintenanceToShutdownTransition,1476,Object
AnalyserDeviceStateMachineType_Operate,1477,Method
AnalyserDeviceStateMachineType_MaintenanceMethod,1478,Method
AnalyserChannelStateMachineType,1479,Unspecified
AnalyserChannelStateMachineType_Powerup,1480,Object
AnalyserChannelStateMachineType_Operating,1481,Object
AnalyserChannelStateMachineType_Local,1482,Object
AnalyserChannelStateMachineType_Maintenance,1483,Object
AnalyserChannelStateMachineType_Shutdown,1484,Object
AnalyserChannelStateMachineType_OperatingSubStateMachine,1485,Object
AnalyserChannelStateMachineType_LocalSubStateMachine,1486,Object
AnalyserChannelStateMachineType_MaintenanceSubStateMachine,1487,Object
AnalyserChannelStateMachineType_PowerupToOperatingTransition,1488,Object
AnalyserChannelStateMachineType_OperatingToLocalTransition,1489,Object
AnalyserChannelStateMachineType_OperatingToMaintenanceTransition,1490,Object
AnalyserChannelStateMachineType_LocalToOperatingTransition,1491,Object
AnalyserChannelStateMachineType_LocalToMaintenanceTransition,1492,Object
AnalyserChannelStateMachineType_MaintenanceToOperatingTransition,1493,Object
AnalyserChannelStateMachineType_MaintenanceToLocalTransition,1494,Object
AnalyserChannelStateMachineType_OperatingToShutdownTransition,1495,Object
AnalyserChannelStateMachineType_LocalToShutdownTransition,1496,Object
AnalyserChannelStateMachineType_MaintenanceToShutdownTransition,1497,Object
AnalyserChannelStateMachineType_Operate,1498,Method
AnalyserChannelStateMachineType_MaintenanceMethod,1499,Method
AccessorySlotStateMachineType,1500,Unspecified
AccessorySlotStateMachineType_Powerup,1501,Object
AccessorySlotStateMachineType_Empty,1502,Object
AccessorySlotStateMachineType_Inserting,1503,Object
AccessorySlotStateMachineType_Installed,1504,Object
AccessorySlotStateMachineType_Removing,1505,Object
AccessorySlotStateMachineType_Shutdown,1506,Object
AccessorySlotStateMachineType_PowerupToEmptyTransition,1507,Object
AccessorySlotStateMachineType_EmptyToInsertingTransition,1508,Object
AccessorySlotStateMachineType_InsertingToInstalledTransition,1509,Object
AccessorySlotStateMachineType_InsertingTransition,1510,Object
AccessorySlotStateMachineType_InsttalledToRemovingTransition,1511,Object
AccessorySlotStateMachineType_InsertingToRemovingTransition,1512,Object
AccessorySlotStateMachineType_RemovingToEmptyTransition,1513,Object
AccessorySlotStateMachineType_RemovingTransition,1514,Object
AccessorySlotStateMachineType_EmptyToShutdownTransition,1515,Object
AccessorySlotStateMachineType_InsertingToShutdownTransition,1516,Object
AccessorySlotStateMachineType_InstalledToShutdownTransition,1517,Object
AccessorySlotStateMachineType_RemovingToShutdownTransition,1518,Object
AnalyserDeviceType,1519,ObjectType
AnalyserDeviceType_Configuration,1520,Object
AnalyserDeviceType_Status,1521,Object
AnalyserDeviceType_FactorySettings,1522,Object
AnalyserDeviceType_AnalyserStateMachine,1523,Object
AnalyserDeviceType_GetConfiguration,1524,Method
AnalyserDeviceType_SetConfiguration,1525,Method
AnalyserDeviceType_GetConfigDataDigest,1526,Method
AnalyserDeviceType_Reset,1527,Method
AnalyserDeviceType_Start,1528,Method
AnalyserDeviceType_Stop,1529,Method
AnalyserDeviceType_Abort,1530,Method
AnalyserChannelType,1531,ObjectType
AnalyserChannelType_ParameterSet,1532,Object
AnalyserChannelType_AcquisitionStatus,1533,Object
AnalyserChannelType_AcquisitionSettings,1534,Object
AnalyserChannelType_Configuration,1535,Object
AnalyserChannelType_Status,1536,Object
AnalyserChannelType_AcquisitionData,1537,Object
AnalyserChannelType_ChemometricModelSettings,1538,Object
AnalyserChannelType_Context,1539,Object
AnalyserChannelType_ChannelStateMachine,1540,Object
AnalyserChannelType_StartSingleAcquisition,1541,Method
AccessorySlotType,1542,ObjectType
AccessorySlotType_IsEnabled,1543,Variable
AccessorySlotType_IsHotSwappable,1544,Variable
AccessorySlotType_AccessorySlotStateMachine,1545,Object
AccessoryType,1546,ObjectType
AccessoryType_ParameterSet,1547,Object
AccessoryType_Status,1548,Object
AccessoryType_Configuration,1549,Object
AccessoryType_IsHotSwappable,1550,Variable
AccessoryType_IsReady,1551,Variable
SpectrometerDeviceType,1552,ObjectType
MassSpectrometerDeviceType,1553,ObjectType
ParticleSizeMonitorDeviceType,1554,ObjectType
AcousticSpectrometerDeviceType,1555,ObjectType
NMRDeviceType,1557,ObjectType
YArrayItemType,1558,VariableType
YArrayItemType_InstrumentRange,1559,Variable
YArrayItemType_EURange,1560,Variable
YArrayItemType_EngineeringUnits,1561,Variable
YArrayItemType_xAxisDefinition,1562,Variable
YArrayItemType_Offset,1563,Variable
XYArrayItemType,1564,VariableType
XYArrayItemType_InstrumentRange,1565,Variable
XYArrayItemType_EURange,1566,Variable
XYArrayItemType_EngineeringUnits,1567,Variable
XYArrayItemType_xAxisDefinition,1568,Variable
XYArrayItemType_Offset,1569,Variable
AnalyserDeviceType_GetConfiguration_OutputArguments,1570,Variable
AnalyserDeviceType_SetConfiguration_InputArguments,1571,Variable
AnalyserDeviceType_SetConfiguration_OutputArguments,1572,Variable
AnalyserDeviceType_GetConfigDataDigest_OutputArguments,1573,Variable
AnalyserDeviceType_Status_DiagnosticStatus,1574,Variable
AnalyserDeviceType_Status_OutOfSpecification,1575,Variable
AnalyserDeviceType_Status_FunctionCheck,1576,Variable
AnalyserDeviceType_FactorySettings_SerialNumber,1577,Variable
AnalyserDeviceType_FactorySettings_RevisionCounter,1578,Variable
AnalyserDeviceType_FactorySettings_Manufacturer,1579,Variable
AnalyserDeviceType_FactorySettings_Model,1580,Variable
AnalyserDeviceType_FactorySettings_DeviceRevision,1581,Variable
AnalyserDeviceType_FactorySettings_SoftwareRevision,1582,Variable
AnalyserDeviceType_FactorySettings_HardwareRevision,1583,Variable
AnalyserDeviceType_FactorySettings_MACAddress,1584,Variable
AnalyserChannelType_AcquisitionStatus_AcquisitionCycle,1585,Variable
AnalyserChannelType_AcquisitionSettings_TimeBetweenSamples,1586,Variable
AnalyserChannelType_Configuration_ChannelId,1587,Variable
ChromatographDeviceTypee,1588,ObjectType
ImageItemType,1589,VariableType
ImageItemType_InstrumentRange,1590,Variable
ImageItemType_EURange,1591,Variable
ImageItemType_EngineeringUnits,1592,Variable
ImageItemType_xAxisDefinition,1593,Variable
ImageItemType_yAxisDefinition,1594,Variable
ImageItemType_Offset,1595,Variable
CubeItemType,1596,VariableType
CubeItemType_InstrumentRange,1597,Variable
CubeItemType_EURange,1598,Variable
CubeItemType_EngineeringUnits,1599,Variable
CubeItemType_xAxisDefinition,1600,Variable
CubeItemType_yAxisDefinition,1601,Variable
CubeItemType_zAxisDefinition,1602,Variable
CubeItemType_Offset,1603,Variable
NDimensionArrayItemType,1604,VariableType
NDimensionArrayItemType_InstrumentRange,1605,Variable
NDimensionArrayItemType_EURange,1606,Variable
NDimensionArrayItemType_EngineeringUnits,1607,Variable
NDimensionArrayItemType_axisDefinition,1608,Variable
NDimensionArrayItemType_Offset,1609,Variable
ChemometricModelType,1610,VariableType
ChemometricModelType_Name,1611,Variable
ChemometricModelType_CreationDate,1612,Variable
ChemometricModelType_Description,1613,Variable
ProcessVariableType,1614,VariableType
AcquisitionCycleEnumeration,1615,DataType
